Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
730.516,TraderOne,Tick,1635,1694,-59,59,139000,139500,-7380,1618880,1630680,OK
730.719,TraderOne,Tick,1635,1694,-59,59,139000,139500,-7380,1618880,1630680,OK
731.047,TraderOne,Tick,1635,1694,-59,59,139000,139500,-7380,1618880,1630680,OK
731.266,TraderOne,Tick,1635,1694,-59,59,139000,139500,-7380,1618880,1630680,OK
731.563,TraderOne,Tick,1635,1694,-59,59,139000,139500,-7380,1618880,1630680,OK
731.766,TraderOne,Tick,1635,1694,-59,59,139000,139500,-7380,1618880,1630680,OK
732.032,TraderOne,Tick,1635,1694,-59,59,139300,139500,-7380,1618880,1630680,OK
732.203,TraderOne,Tick,1635,1694,-59,59,139300,139500,-7380,1618880,1630680,OK
732.485,TraderOne,Tick,1635,1694,-59,59,139500,139500,-7380,1618880,1618880,OK
732.766,TraderOne,Tick,1635,1694,-59,59,139500,139500,-7380,1618880,1618880,OK
733.0,TraderOne,Tick,1635,1694,-59,59,139300,139500,-7380,1618880,1630680,OK
733.219,TraderOne,Tick,1635,1694,-59,59,139300,139500,-7380,1618880,1630680,OK
733.547,TraderOne,Tick,1635,1694,-59,59,139300,139500,-7380,1618880,1630680,OK
733.782,TraderOne,Tick,1635,1694,-59,59,139300,139500,-7380,1618880,1630680,OK
734.032,TraderOne,Tick,1635,1694,-59,59,139300,139500,-7380,1618880,1630680,OK
734.235,TraderOne,Tick,1635,1694,-59,59,139300,139500,-7380,1618880,1630680,OK
734.485,TraderOne,Tick,1635,1694,-59,59,139300,139500,-7380,1618880,1630680,OK
734.797,TraderOne,Tick,1635,1694,-59,59,139500,139400,-7380,1618880,1612980,OK
735.032,TraderOne,Tick,1635,1694,-59,59,139300,139400,-7380,1618880,1624780,OK
735.25,TraderOne,Tick,1635,1694,-59,59,139300,139400,-7380,1618880,1624780,OK
735.516,TraderOne,Tick,1635,1694,-59,59,139300,139400,-7380,1618880,1624780,OK
735.75,TraderOne,Tick,1635,1694,-59,59,139300,139400,-7380,1618880,1624780,OK
735.985,TraderOne,Tick,1635,1694,-59,59,139300,139400,-7380,1618880,1624780,OK
736.25,TraderOne,Tick,1635,1694,-59,59,139300,139300,-7380,1618880,1618880,OK
736.485,TraderOne,Tick,1635,1694,-59,59,139300,139300,-7380,1618880,1618880,OK
736.735,TraderOne,Tick,1635,1694,-59,59,139300,139300,-7380,1618880,1618880,OK
737.032,TraderOne,Tick,1635,1694,-59,59,139500,139300,-7380,1618880,1607080,OK
737.297,TraderOne,Tick,1635,1694,-59,59,139500,139300,-7380,1618880,1607080,OK
737.469,TraderOne,Tick,1635,1694,-59,59,139500,139300,-7380,1618880,1607080,OK
737.719,TraderOne,Tick,1665,1694,-29,59,138900,139200,-7797,-2547703,1634097,OK
738.047,TraderOne,Tick,1665,1694,-29,29,138900,139200,-7797,1628297,1634097,OK
738.25,TraderOne,Tick,1665,1694,-29,29,138900,139200,-7797,1628297,1634097,OK
738.469,TraderOne,Tick,1665,1694,-29,29,138900,139200,-7797,1628297,1634097,OK
738.75,TraderOne,Tick,1665,1694,-29,29,138900,139200,-7797,1628297,1634097,OK
739.047,TraderOne,Tick,1665,1694,-29,29,138900,139200,-7797,1628297,1634097,OK
739.219,TraderOne,Tick,1665,1694,-29,29,138900,139200,-7797,1628297,1634097,OK
739.5,TraderOne,Tick,1665,1694,-29,29,139800,139200,-7797,1628297,1622497,OK
739.766,TraderOne,Tick,1665,1694,-29,29,139800,139200,-7797,1628297,1622497,OK
740.0,TraderOne,Tick,1665,1694,-29,29,139800,139200,-7797,1628297,1622497,OK
740.297,TraderOne,Tick,1665,1694,-29,29,139800,139200,-7797,1628297,1622497,OK
740.5,TraderOne,Tick,1665,1694,-29,29,139800,139200,-7797,1628297,1622497,OK
740.782,TraderOne,Tick,1665,1694,-29,29,139800,139200,-7797,1628297,1622497,OK
740.953,TraderOne,Tick,1665,1694,-29,29,139600,139200,-7797,1628297,1622497,OK
741.25,TraderOne,Tick,1665,1694,-29,29,139600,139200,-7797,1628297,1622497,OK
741.516,TraderOne,Tick,1665,1694,-29,29,139900,139200,-7797,1628297,1622497,OK
741.797,TraderOne,Tick,1665,1694,-29,29,139900,139200,-7797,1628297,1622497,OK
742.032,TraderOne,Tick,1665,1694,-29,29,139900,140000,-7797,1628297,1631197,OK
742.25,TraderOne,Tick,1665,1694,-29,29,139900,140000,-7797,1628297,1631197,OK
742.485,TraderOne,Tick,1665,1694,-29,29,139900,140000,-7797,1628297,1631197,OK
742.797,TraderOne,Tick,1665,1694,-29,29,139900,140000,-7797,1628297,1631197,OK
743.0,TraderOne,Tick,1665,1694,-29,29,139900,140000,-7797,1628297,1631197,OK
743.25,TraderOne,Tick,1665,1694,-29,29,139900,140000,-7797,1628297,1631197,OK
743.516,TraderOne,Tick,1665,1694,-29,29,139900,140000,-7797,1628297,1631197,OK
743.735,TraderOne,Tick,1665,1694,-29,29,139900,140000,-7797,1628297,1631197,OK
744.032,TraderOne,Tick,1700,1694,6,0,139900,140300,-6818,796618,1637218,OK
744.235,TraderOne,Tick,1749,1694,55,0,139600,140300,-5446,-6064754,1640746,OK
744.485,TraderOne,Tick,1749,1694,55,0,139600,140300,-5446,-6064754,1640746,OK
744.797,TraderOne,Tick,1749,1694,55,0,139600,140300,-5446,-6064754,1640746,OK
745.016,TraderOne,Tick,1749,1694,55,0,139600,140300,-5446,-6064754,1640746,OK
745.297,TraderOne,Tick,1749,1694,55,0,139600,140300,-5446,-6064754,1640746,OK
745.485,TraderOne,Tick,1749,1694,55,0,139600,140300,-5446,-6064754,1640746,OK
745.735,TraderOne,Tick,1749,1694,55,0,139600,140300,-5446,-6064754,1640746,OK
746.032,TraderOne,Tick,1749,1694,55,0,139600,140300,-5446,-6064754,1640746,OK
746.25,TraderOne,Tick,1749,1694,55,0,139800,140300,-5446,-6064754,1640746,OK
746.547,TraderOne,Tick,1749,1694,55,0,140000,140500,-5446,-6064754,1651746,OK
746.782,TraderOne,Tick,1749,1694,55,0,140000,140500,-5446,-6064754,1651746,OK
746.969,TraderOne,Tick,1749,1694,55,0,139800,140500,-5446,-6064754,1651746,OK
747.235,TraderOne,Tick,1749,1694,55,0,140000,140500,-5446,-6064754,1651746,OK
747.516,TraderOne,Tick,1749,1694,55,0,140000,140600,-5446,-6064754,1657246,OK
747.703,TraderOne,Tick,1749,1694,55,0,140000,140600,-5446,-6064754,1657246,OK
748.0,TraderOne,Tick,1749,1694,55,0,140000,140600,-5446,-6064754,1657246,OK
748.313,TraderOne,Tick,1749,1694,55,0,140000,140600,-5446,-6064754,1657246,OK
748.5,TraderOne,Tick,1749,1694,55,0,140000,140600,-5446,-6064754,1657246,OK
748.782,TraderOne,Tick,1749,1694,55,0,140000,140600,-5446,-6064754,1657246,OK
749.016,TraderOne,Tick,1749,1694,55,0,140000,140600,-5446,-6064754,1657246,OK
749.297,TraderOne,Tick,1749,1694,55,0,140000,140700,-5446,-6064754,1662746,OK
749.547,TraderOne,Tick,1749,1694,55,0,140000,140700,-5446,-6064754,1662746,OK
749.75,TraderOne,Tick,1749,1694,55,0,140000,140700,-5446,-6064754,1662746,OK
750.0,TraderOne,Tick,1749,1694,55,0,140000,140700,-5446,-6064754,1662746,OK
750.297,TraderOne,Tick,1749,1694,55,0,140000,140700,-5446,-6064754,1662746,OK
750.516,TraderOne,Tick,1749,1694,55,0,140000,140700,-5446,-6064754,1662746,OK
750.797,TraderOne,Tick,1749,1694,55,0,140100,140500,-5446,-6064754,1651746,OK
751.016,TraderOne,Tick,1749,1694,55,0,140100,140500,-5446,-6064754,1651746,OK
751.25,TraderOne,Tick,1749,1694,55,0,140100,140500,-5446,-6064754,1651746,OK
751.453,TraderOne,Tick,1749,1694,55,0,140100,140500,-5446,-6064754,1651746,OK
751.735,TraderOne,Tick,1749,1694,55,0,139800,140500,-5446,-6064754,1651746,OK
751.938,TraderOne,Tick,1749,1694,55,0,139800,140500,-5446,-6064754,1651746,OK
752.235,TraderOne,Tick,1749,1694,55,0,140100,140500,-5446,-6064754,1651746,OK
752.532,TraderOne,Tick,1749,1694,55,0,140100,140500,-5446,-6064754,1651746,OK
752.703,TraderOne,Tick,1749,1694,55,0,140100,140500,-5446,-6064754,1651746,OK
752.953,TraderOne,Tick,1749,1694,55,0,140100,140500,-5446,-6064754,1651746,OK
753.266,TraderOne,Tick,1749,1694,55,0,140100,140400,-5446,-6064754,1646246,OK
753.485,TraderOne,Tick,1749,1694,55,0,140100,140600,-5446,-6064754,1657246,OK
753.797,TraderOne,Tick,1749,1694,55,0,140100,140600,-5446,-6064754,1657246,OK
754.032,TraderOne,Tick,1749,1694,55,0,140100,140600,-5446,-6064754,1657246,OK
754.203,TraderOne,Tick,1749,1694,55,0,140100,140600,-5446,-6064754,1657246,OK
754.516,TraderOne,Tick,1749,1694,55,0,140100,140600,-5446,-6064754,1657246,OK
754.797,TraderOne,Tick,1749,1694,55,0,140100,140600,-5446,-6064754,1657246,OK
755.0,TraderOne,Tick,1749,1694,55,0,140100,140600,-5446,-6064754,1657246,OK
755.297,TraderOne,Tick,1749,1694,55,0,140100,140600,-5446,-6064754,1657246,OK
755.469,TraderOne,Tick,1749,1694,55,0,140100,140600,-5446,-6064754,1657246,OK
755.766,TraderOne,Tick,1749,1694,55,0,140100,140600,-5446,-6064754,1657246,OK
755.969,TraderOne,Tick,1749,1694,55,0,140200,140600,-5446,-6064754,1657246,OK
756.282,TraderOne,Tick,1749,1694,55,0,140200,140600,-5446,-6064754,1657246,OK
756.547,TraderOne,Tick,1749,1694,55,0,140200,140600,-5446,-6064754,1657246,OK
756.813,TraderOne,Tick,1749,1694,55,0,140200,140600,-5446,-6064754,1657246,OK
757.0,TraderOne,Tick,1749,1694,55,0,140200,140800,-5446,-6064754,1668246,OK
757.25,TraderOne,Tick,1749,1694,55,0,140200,140800,-5446,-6064754,1668246,OK
757.453,TraderOne,Tick,1749,1694,55,0,140300,140800,-5446,-6064754,1668246,OK
757.766,TraderOne,Tick,1749,1694,55,0,140300,140800,-5446,-6064754,1668246,OK
757.953,TraderOne,Tick,1749,1694,55,0,140300,140800,-5446,-6064754,1668246,OK
758.25,TraderOne,Tick,1749,1694,55,0,140300,140800,-5446,-6064754,1668246,OK
758.5,TraderOne,Tick,1749,1694,55,0,140300,140800,-5446,-6064754,1668246,OK
758.782,TraderOne,Tick,1749,1694,55,0,140300,140800,-5446,-6064754,1668246,OK
759.0,TraderOne,Tick,1749,1694,55,0,140300,140800,-5446,-6064754,1668246,OK
759.219,TraderOne,Tick,1749,1694,55,0,140600,141000,-5446,-6064754,1679246,OK
759.547,TraderOne,Tick,1749,1694,55,0,140600,141000,-5446,-6064754,1679246,OK
759.782,TraderOne,Tick,1749,1694,55,0,140700,141000,-5446,-6064754,1679246,OK
760.016,TraderOne,Tick,1749,1694,55,0,140800,141000,-5446,-6064754,1679246,OK
760.25,TraderOne,Tick,1749,1694,55,0,140800,141300,-5446,-6064754,1695746,OK
760.516,TraderOne,Tick,1749,1694,55,0,140800,141300,-5446,-6064754,1695746,OK
760.813,TraderOne,Tick,1749,1694,55,0,140800,141300,-5446,-6064754,1695746,OK
761.0,TraderOne,Tick,1749,1694,55,0,140900,141300,-5446,-6064754,1695746,OK
761.25,TraderOne,Tick,1749,1694,55,0,140900,141400,-5446,-6064754,1701246,OK
761.453,TraderOne,Tick,1749,1694,55,0,140800,141400,-5446,-6064754,1701246,OK
761.813,TraderOne,Tick,1749,1694,55,0,140800,141400,-5446,-6064754,1701246,OK
761.985,TraderOne,Tick,1749,1694,55,0,140800,141400,-5446,-6064754,1701246,OK
762.235,TraderOne,Tick,1749,1694,55,0,140800,141400,-5446,-6064754,1701246,OK
762.547,TraderOne,Tick,1749,1694,55,0,140800,141300,-5446,-6064754,1695746,OK
762.75,TraderOne,Tick,1749,1694,55,0,140800,141300,-5446,-6064754,1695746,OK
763.047,TraderOne,Tick,1749,1694,55,0,140800,141300,-5446,-6064754,1695746,OK
763.25,TraderOne,Tick,1749,1694,55,0,140800,141300,-5446,-6064754,1695746,OK
763.516,TraderOne,Tick,1749,1694,55,0,140800,141300,-5446,-6064754,1695746,OK
763.766,TraderOne,Tick,1749,1694,55,0,140800,141300,-5446,-6064754,1695746,OK
764.0,TraderOne,Tick,1749,1694,55,0,140800,141300,-5446,-6064754,1695746,OK
764.25,TraderOne,Tick,1749,1694,55,0,140900,141300,-5446,-6064754,1695746,OK
764.532,TraderOne,Tick,1749,1694,55,0,140900,141300,-5446,-6064754,1695746,OK
764.782,TraderOne,Tick,1749,1694,55,0,140900,141300,-5446,-6064754,1695746,OK
764.985,TraderOne,Tick,1749,1694,55,0,140900,141300,-5446,-6064754,1695746,OK
765.282,TraderOne,Tick,1749,1694,55,0,140900,141400,-5446,-6064754,1701246,OK
765.485,TraderOne,Tick,1749,1694,55,0,140900,141400,-5446,-6064754,1701246,OK
765.719,TraderOne,Tick,1749,1694,55,0,141000,141400,-5446,-6064754,1701246,OK
766.016,TraderOne,Tick,1749,1694,55,0,141000,141400,-5446,-6064754,1701246,OK
766.25,TraderOne,Tick,1749,1694,55,0,141000,141400,-5446,-6064754,1701246,OK
766.516,TraderOne,Tick,1749,1694,55,0,141000,141400,-5446,-6064754,1701246,OK
766.782,TraderOne,Tick,1749,1694,55,0,141000,141400,-5446,-6064754,1701246,OK
766.985,TraderOne,Tick,1749,1694,55,0,140800,141400,-5446,-6064754,1701246,OK
767.235,TraderOne,Tick,1749,1694,55,0,140800,141400,-5446,-6064754,1701246,OK
767.485,TraderOne,Tick,1749,1694,55,0,141000,141400,-5446,-6064754,1701246,OK
767.75,TraderOne,Tick,1749,1694,55,0,141000,141400,-5446,-6064754,1701246,OK
768.047,TraderOne,Tick,1749,1694,55,0,141000,141400,-5446,-6064754,1701246,OK
768.282,TraderOne,Tick,1749,1694,55,0,141000,141500,-5446,-6064754,1706746,OK
768.516,TraderOne,Tick,1749,1694,55,0,141000,141500,-5446,-6064754,1706746,OK
768.797,TraderOne,Tick,1749,1694,55,0,141000,141500,-5446,-6064754,1706746,OK
769.016,TraderOne,Tick,1749,1694,55,0,141000,141500,-5446,-6064754,1706746,OK
769.266,TraderOne,Tick,1749,1694,55,0,141000,141500,-5446,-6064754,1706746,OK
769.563,TraderOne,Tick,1749,1694,55,0,141000,141500,-5446,-6064754,1706746,OK
769.75,TraderOne,Tick,1749,1694,55,0,141000,141500,-5446,-6064754,1706746,OK
770.016,TraderOne,Tick,1749,1694,55,0,141000,141500,-5446,-6064754,1706746,OK
770.297,TraderOne,Tick,1749,1694,55,0,141100,141500,-5446,-6064754,1706746,OK
770.5,TraderOne,Tick,1749,1694,55,0,140800,141500,-5446,-6064754,1706746,OK
770.766,TraderOne,Tick,1749,1694,55,0,140800,141500,-5446,-6064754,1706746,OK
771.032,TraderOne,Tick,1749,1694,55,0,140800,141500,-5446,-6064754,1706746,OK
771.282,TraderOne,Tick,1749,1694,55,0,140800,141500,-5446,-6064754,1706746,OK
771.485,TraderOne,Tick,1749,1694,55,0,140800,141500,-5446,-6064754,1706746,OK
771.735,TraderOne,Tick,1749,1694,55,0,140800,141500,-5446,-6064754,1706746,OK
771.985,TraderOne,Tick,1749,1694,55,0,140800,141500,-5446,-6064754,1706746,OK
772.297,TraderOne,Tick,1749,1694,55,0,140800,141500,-5446,-6064754,1706746,OK
772.485,TraderOne,Tick,1749,1694,55,0,141200,141500,-5446,-6064754,1706746,OK
772.703,TraderOne,Tick,1749,1694,55,0,141200,141500,-5446,-6064754,1706746,OK
773.047,TraderOne,Tick,1749,1694,55,0,141200,141500,-5446,-6064754,1706746,OK
773.266,TraderOne,Tick,1749,1694,55,0,141200,141500,-5446,-6064754,1706746,OK
773.453,TraderOne,Tick,1749,1694,55,0,141200,141500,-5446,-6064754,1706746,OK
773.782,TraderOne,Tick,1749,1694,55,0,141200,141500,-5446,-6064754,1706746,OK
773.969,TraderOne,Tick,1749,1694,55,0,140800,141400,-5446,-6064754,1701246,OK
774.25,TraderOne,Tick,1749,1694,55,0,141200,141400,-5446,-6064754,1701246,OK
774.532,TraderOne,Tick,1749,1694,55,0,141200,141400,-5446,-6064754,1701246,OK
774.75,TraderOne,Tick,1749,1694,55,0,141200,141400,-5446,-6064754,1701246,OK
774.938,TraderOne,Tick,1749,1694,55,0,141200,141400,-5446,-6064754,1701246,OK
775.282,TraderOne,Tick,1749,1694,55,0,141200,141600,-5446,-6064754,1712246,OK
775.5,TraderOne,Tick,1749,1694,55,0,141200,141600,-5446,-6064754,1712246,OK
775.75,TraderOne,Tick,1749,1694,55,0,141200,141600,-5446,-6064754,1712246,OK
776.063,TraderOne,Tick,1749,1694,55,0,141200,141600,-5446,-6064754,1712246,OK
776.25,TraderOne,Tick,1749,1694,55,0,141200,141600,-5446,-6064754,1712246,OK
776.485,TraderOne,Tick,1749,1694,55,0,141200,141600,-5446,-6064754,1712246,OK
776.766,TraderOne,Tick,1749,1694,55,0,141100,141600,-5446,-6064754,1712246,OK
776.985,TraderOne,Tick,1749,1694,55,0,141100,141600,-5446,-6064754,1712246,OK
777.297,TraderOne,Tick,1749,1694,55,0,141100,141600,-5446,-6064754,1712246,OK
777.453,TraderOne,Tick,1749,1694,55,0,141100,141600,-5446,-6064754,1712246,OK
777.782,TraderOne,Tick,1749,1694,55,0,141100,141600,-5446,-6064754,1712246,OK
777.953,TraderOne,Tick,1749,1694,55,0,141100,141600,-5446,-6064754,1712246,OK
778.219,TraderOne,Tick,1749,1694,55,0,141100,141600,-5446,-6064754,1712246,OK
778.485,TraderOne,Tick,1749,1694,55,0,141100,141600,-5446,-6064754,1712246,OK
778.75,TraderOne,Tick,1749,1694,55,0,141200,141700,-5446,-6064754,1717746,OK
779.016,TraderOne,Tick,1749,1694,55,0,141200,141800,-5446,-6064754,1723246,OK
779.219,TraderOne,Tick,1749,1694,55,0,141200,141800,-5446,-6064754,1723246,OK
779.469,TraderOne,Tick,1749,1694,55,0,141200,141800,-5446,-6064754,1723246,OK
779.797,TraderOne,Tick,1749,1694,55,0,141200,141800,-5446,-6064754,1723246,OK
780.0,TraderOne,Tick,1749,1694,55,0,141200,141800,-5446,-6064754,1723246,OK
780.203,TraderOne,Tick,1749,1694,55,0,141200,141800,-5446,-6064754,1723246,OK
780.5,TraderOne,Tick,1749,1694,55,0,141200,141800,-5446,-6064754,1723246,OK
780.766,TraderOne,Tick,1749,1694,55,0,141200,141800,-5446,-6064754,1723246,OK
781.016,TraderOne,Tick,1749,1694,55,0,141200,141700,-5446,-6064754,1717746,OK
781.235,TraderOne,Tick,1749,1694,55,0,141300,141700,-5446,-6064754,1717746,OK
781.547,TraderOne,Tick,1749,1694,55,0,141300,141700,-5446,-6064754,1717746,OK
781.719,TraderOne,Tick,1749,1694,55,0,141300,141700,-5446,-6064754,1717746,OK
781.953,TraderOne,Tick,1749,1694,55,0,141300,142000,-5446,-6064754,1734246,OK
782.219,TraderOne,Tick,1749,1694,55,0,141700,142200,-5446,-6064754,1745246,OK
782.5,TraderOne,Tick,1749,1694,55,0,141700,142200,-5446,-6064754,1745246,OK
782.75,TraderOne,Tick,1749,1694,55,0,141700,142200,-5446,-6064754,1745246,OK
783.047,TraderOne,Tick,1749,1694,55,0,141700,142200,-5446,-6064754,1745246,OK
783.235,TraderOne,Tick,1749,1694,55,0,141800,142300,-5446,-6064754,1750746,OK
783.485,TraderOne,Tick,1749,1694,55,0,141800,142300,-5446,-6064754,1750746,OK
783.766,TraderOne,Tick,1749,1694,55,0,141800,142600,-5446,-6064754,1767246,OK
784.047,TraderOne,Tick,1749,1694,55,0,142000,142600,-5446,-6064754,1767246,OK
784.203,TraderOne,Tick,1749,1694,55,0,142200,142700,-5446,-6064754,1772746,OK
784.547,TraderOne,Tick,1749,1694,55,0,142200,142700,-5446,-6064754,1772746,OK
784.797,TraderOne,Tick,1749,1694,55,0,142200,142700,-5446,-6064754,1772746,OK
785.047,TraderOne,Tick,1749,1694,55,0,142300,142700,-5446,-6064754,1772746,OK
785.25,TraderOne,Tick,1749,1694,55,0,142300,142700,-5446,-6064754,1772746,OK
785.485,TraderOne,Tick,1749,1694,55,0,142300,142700,-5446,-6064754,1772746,OK
785.782,TraderOne,Tick,1749,1694,55,0,142300,142700,-5446,-6064754,1772746,OK
786.063,TraderOne,Tick,1749,1694,55,0,142300,142700,-5446,-6064754,1772746,OK
786.219,TraderOne,Tick,1749,1694,55,0,142300,142800,-5446,-6064754,1778246,OK
786.516,TraderOne,Tick,1749,1694,55,0,142300,142800,-5446,-6064754,1778246,OK
786.735,TraderOne,Tick,1749,1694,55,0,142300,142800,-5446,-6064754,1778246,OK
787.016,TraderOne,Tick,1749,1694,55,0,142300,142800,-5446,-6064754,1778246,OK
787.219,TraderOne,Tick,1749,1694,55,0,142300,142800,-5446,-6064754,1778246,OK
787.516,TraderOne,Tick,1749,1694,55,0,142100,142800,-5446,-6064754,1778246,OK
787.75,TraderOne,Tick,1749,1694,55,0,142100,142800,-5446,-6064754,1778246,OK
787.969,TraderOne,Tick,1749,1694,55,0,142100,142600,-5446,-6064754,1767246,OK
788.282,TraderOne,Tick,1749,1694,55,0,142100,142600,-5446,-6064754,1767246,OK
788.547,TraderOne,Tick,1749,1694,55,0,142000,142600,-5446,-6064754,1767246,OK
788.719,TraderOne,Tick,1749,1694,55,0,142000,142700,-5446,-6064754,1772746,OK
788.985,TraderOne,Tick,1749,1694,55,0,142000,142700,-5446,-6064754,1772746,OK
789.266,TraderOne,Tick,1749,1694,55,0,142000,142700,-5446,-6064754,1772746,OK
789.532,TraderOne,Tick,1749,1694,55,0,142400,142700,-5446,-6064754,1772746,OK
789.75,TraderOne,Tick,1749,1694,55,0,142400,142700,-5446,-6064754,1772746,OK
790.047,TraderOne,Tick,1749,1694,55,0,142300,142700,-5446,-6064754,1772746,OK
790.235,TraderOne,Tick,1749,1694,55,0,142300,142700,-5446,-6064754,1772746,OK
790.5,TraderOne,Tick,1749,1694,55,0,142300,142700,-5446,-6064754,1772746,OK
790.703,TraderOne,Tick,1749,1694,55,0,142300,142700,-5446,-6064754,1772746,OK
791.0,TraderOne,Tick,1749,1694,55,0,142000,142700,-5446,-6064754,1772746,OK
791.25,TraderOne,Tick,1749,1694,55,0,142000,142700,-5446,-6064754,1772746,OK
791.453,TraderOne,Tick,1749,1694,55,0,142000,142700,-5446,-6064754,1772746,OK
791.75,TraderOne,Tick,1749,1694,55,0,142000,142700,-5446,-6064754,1772746,OK
792.032,TraderOne,Tick,1749,1694,55,0,142000,142700,-5446,-6064754,1772746,OK
792.282,TraderOne,Tick,1749,1694,55,0,142000,142700,-5446,-6064754,1772746,OK
792.516,TraderOne,Tick,1749,1694,55,0,142000,142700,-5446,-6064754,1772746,OK
792.813,TraderOne,Tick,1749,1694,55,0,142000,142700,-5446,-6064754,1772746,OK
793.0,TraderOne,Tick,1749,1694,55,0,142000,142700,-5446,-6064754,1772746,OK
793.25,TraderOne,Tick,1749,1694,55,0,142000,142700,-5446,-6064754,1772746,OK
793.547,TraderOne,Tick,1749,1694,55,0,142000,142700,-5446,-6064754,1772746,OK
793.703,TraderOne,Tick,1749,1694,55,0,142400,142700,-5446,-6064754,1772746,OK
793.985,TraderOne,Tick,1749,1694,55,0,142400,142700,-5446,-6064754,1772746,OK
794.203,TraderOne,Tick,1749,1694,55,0,142400,142700,-5446,-6064754,1772746,OK
794.5,TraderOne,Tick,1749,1694,55,0,142200,142700,-5446,-6064754,1772746,OK
794.797,TraderOne,Tick,1749,1694,55,0,142500,142700,-5446,-6064754,1772746,OK
794.969,TraderOne,Tick,1749,1694,55,0,142500,142700,-5446,-6064754,1772746,OK
795.25,TraderOne,Tick,1749,1694,55,0,142200,142700,-5446,-6064754,1772746,OK
795.516,TraderOne,Tick,1749,1694,55,0,142200,142700,-5446,-6064754,1772746,OK
795.735,TraderOne,Tick,1749,1694,55,0,142200,142700,-5446,-6064754,1772746,OK
796.0,TraderOne,Tick,1749,1694,55,0,142200,142700,-5446,-6064754,1772746,OK
796.219,TraderOne,Tick,1749,1694,55,0,142200,142700,-5446,-6064754,1772746,OK
796.469,TraderOne,Tick,1749,1694,55,0,142200,142700,-5446,-6064754,1772746,OK
796.813,TraderOne,Tick,1749,1694,55,0,142300,142700,-5446,-6064754,1772746,OK
796.969,TraderOne,Tick,1749,1694,55,0,142300,142900,-5446,-6064754,1783746,OK
797.282,TraderOne,Tick,1749,1694,55,0,142300,142900,-5446,-6064754,1783746,OK
797.563,TraderOne,Tick,1749,1694,55,0,142300,142900,-5446,-6064754,1783746,OK
797.782,TraderOne,Tick,1749,1694,55,0,142300,142900,-5446,-6064754,1783746,OK
797.969,TraderOne,Tick,1749,1694,55,0,142300,142900,-5446,-6064754,1783746,OK
798.282,TraderOne,Tick,1749,1694,55,0,142500,142900,-5446,-6064754,1783746,OK
798.547,TraderOne,Tick,1749,1694,55,0,142400,142900,-5446,-6064754,1783746,OK
798.719,TraderOne,Tick,1749,1694,55,0,142400,142900,-5446,-6064754,1783746,OK
799.0,TraderOne,Tick,1749,1694,55,0,142400,142900,-5446,-6064754,1783746,OK
799.297,TraderOne,Tick,1749,1694,55,0,142600,143200,-5446,-6064754,1800246,OK
799.5,TraderOne,Tick,1749,1694,55,0,142800,143100,-5446,-6064754,1794746,OK
799.75,TraderOne,Tick,1749,1694,55,0,142800,143100,-5446,-6064754,1794746,OK
800.032,TraderOne,Tick,1749,1694,55,0,142800,143100,-5446,-6064754,1794746,OK
800.282,TraderOne,Tick,1749,1694,55,0,142600,143100,-5446,-6064754,1794746,OK
800.516,TraderOne,Tick,1749,1694,55,0,142600,143100,-5446,-6064754,1794746,OK
800.75,TraderOne,Tick,1749,1694,55,0,142600,143000,-5446,-6064754,1789246,OK
801.047,TraderOne,Tick,1749,1694,55,0,142600,143000,-5446,-6064754,1789246,OK
801.266,TraderOne,Tick,1749,1694,55,0,142600,143000,-5446,-6064754,1789246,OK
801.5,TraderOne,Tick,1749,1694,55,0,142600,143000,-5446,-6064754,1789246,OK
801.75,TraderOne,Tick,1749,1694,55,0,142600,143000,-5446,-6064754,1789246,OK
802.0,TraderOne,Tick,1749,1694,55,0,142600,143000,-5446,-6064754,1789246,OK
802.219,TraderOne,Tick,1749,1694,55,0,142600,143000,-5446,-6064754,1789246,OK
802.516,TraderOne,Tick,1749,1694,55,0,142600,143000,-5446,-6064754,1789246,OK
802.797,TraderOne,Tick,1749,1694,55,0,142400,143000,-5446,-6064754,1789246,OK
802.969,TraderOne,Tick,1749,1694,55,0,142400,143000,-5446,-6064754,1789246,OK
803.297,TraderOne,Tick,1749,1694,55,0,142400,143000,-5446,-6064754,1789246,OK
803.516,TraderOne,Tick,1749,1694,55,-55,142400,143000,-5446,1794746,1783746,OK
803.766,TraderOne,Tick,1749,1694,55,-55,142400,143100,-5446,1794746,1783746,OK
804.063,TraderOne,Tick,1749,1694,55,-55,142400,143300,-5446,1794746,1783746,OK
804.25,TraderOne,Tick,1749,1694,55,-55,142900,143400,-5446,1794746,1783746,OK
804.453,TraderOne,Tick,1749,1694,55,-55,142900,143400,-5446,1794746,1783746,OK
804.782,TraderOne,Tick,1749,1694,55,-55,142900,143400,-5446,1794746,1783746,OK
805.032,TraderOne,Tick,1749,1694,55,-55,142900,143400,-5446,1794746,1783746,OK
805.203,TraderOne,Tick,1749,1694,55,-55,142800,143400,-5446,1794746,1783746,OK
805.516,TraderOne,Tick,1749,1694,55,-55,142800,143300,-5446,1794746,1783746,OK
805.766,TraderOne,Tick,1749,1694,55,-55,143000,143300,-5446,1794746,1783746,OK
